,Player,Age,Team,Shot Type,FGM,FGA,FG%,X Coordinate,Y Coordinate
1192,Cam Reddish,24,LAL,Mid Range,2,16,12.5,10,100
1193,Cam Thomas,22,BKN,Mid Range,118,275,42.9,10,100
1194,Cam Whitmore,19,HOU,Mid Range,10,27,37.0,10,100
1195,Cameron Johnson,28,BKN,Mid Range,22,63,34.9,10,100
1196,Cameron Payne,29,PHI,Mid Range,19,42,45.2,10,100
1197,Caris LeVert,29,CLE,Mid Range,27,52,51.9,10,100
1198,Cason Wallace,20,OKC,Mid Range,18,41,43.9,10,100
1199,Cedi Osman,29,SAS,Mid Range,6,17,35.3,10,100
1200,Charles Bassey,23,SAS,Mid Range,0,5,0.0,10,100
1201,Charlie Brown Jr.,27,NYK,Mid Range,0,0,0.0,10,100
1202,Chet Holmgren,22,OKC,Mid Range,31,73,42.5,10,100
1203,Chimezie Metu,27,DET,Mid Range,7,16,43.8,10,100
1204,Chris Boucher,31,TOR,Mid Range,2,6,33.3,10,100
1205,Chris Duarte,27,SAC,Mid Range,4,22,18.2,10,100
1206,Chris Livingston,20,MIL,Mid Range,0,0,0.0,10,100
1207,Chris Paul,39,GSW,Mid Range,71,159,44.7,10,100
1208,Christian Braun,23,DEN,Mid Range,8,25,32.0,10,100
1209,Christian Wood,28,LAL,Mid Range,5,14,35.7,10,100
1210,Chuma Okeke,25,ORL,Mid Range,1,5,20.0,10,100
1211,Clint Capela,30,ATL,Mid Range,1,4,25.0,10,100
1212,Coby White,24,CHI,Mid Range,50,131,38.2,10,100
1213,Cody Martin,28,CHA,Mid Range,9,44,20.5,10,100
1214,Cody Zeller,31,NOP,Mid Range,0,1,0.0,10,100
1215,Colby Jones,22,SAC,Mid Range,2,5,40.0,10,100
1216,Cole Anthony,24,ORL,Mid Range,55,143,38.5,10,100
1217,Cole Swider,25,MIA,Mid Range,1,2,50.0,10,100
1218,Colin Castleton,24,LAL,Mid Range,1,1,100.0,10,100
1219,Collin Gillespie,25,DEN,Mid Range,5,9,55.6,10,100
1220,Collin Sexton,25,UTA,Mid Range,36,91,39.6,10,100
1221,Corey Kispert,25,WAS,Mid Range,12,22,54.5,10,100
1222,Cory Joseph,32,GSW,Mid Range,3,8,37.5,10,100
1223,Craig Porter Jr.,24,CLE,Mid Range,24,52,46.2,10,100
1224,D'Angelo Russell,28,LAL,Mid Range,53,134,39.6,10,100
1225,D'Moi Hodge,25,LAL,Mid Range,1,1,100.0,10,100
1226,D.J. Carton,23,TOR,Mid Range,0,0,0.0,10,100
1227,D.J. Wilson,28,ORL,Mid Range,0,0,0.0,10,100
1228,DaQuan Jeffries,26,NYK,Mid Range,1,2,50.0,10,100
1229,Daishen Nix,22,MIN,Mid Range,0,0,0.0,10,100
1230,Dalano Banton,24,POR,Mid Range,6,34,17.6,10,100
1231,Dalen Terry,21,CHI,Mid Range,1,4,25.0,10,100
1232,Damian Jones,29,CLE,Mid Range,3,8,37.5,10,100
1233,Damian Lillard,33,MIL,Mid Range,73,179,40.8,10,100
1234,Daniel Gafford,25,DAL,Mid Range,6,10,60.0,10,100
1235,Daniel Theis,32,LAC,Mid Range,3,16,18.8,10,100
1236,Danilo Gallinari,35,MIL,Mid Range,17,39,43.6,10,100
1237,Danny Green,37,PHI,Mid Range,0,1,0.0,10,100
1238,Dante Exum,28,DAL,Mid Range,4,11,36.4,10,100
1239,Danuel House Jr.,31,PHI,Mid Range,3,6,50.0,10,100
1240,Dario Saric,30,GSW,Mid Range,9,24,37.5,10,100
1241,Dariq Whitehead,19,BKN,Mid Range,0,0,0.0,10,100
1242,Darius Bazley,24,UTA,Mid Range,0,1,0.0,10,100
1243,Darius Garland,24,CLE,Mid Range,51,111,45.9,10,100
1244,David Duke Jr.,24,SAS,Mid Range,1,3,33.3,10,100
1245,David Roddy,23,PHX,Mid Range,3,20,15.0,10,100
1246,Davion Mitchell,25,SAC,Mid Range,17,38,44.7,10,100
1247,Davis Bertans,31,CHA,Mid Range,4,12,33.3,10,100
1248,Day'Ron Sharpe,22,BKN,Mid Range,0,5,0.0,10,100
1249,De'Aaron Fox,26,SAC,Mid Range,82,221,37.1,10,100
1250,De'Andre Hunter,26,ATL,Mid Range,55,120,45.8,10,100
1251,De'Anthony Melton,26,PHI,Mid Range,7,21,33.3,10,100
1252,DeAndre Jordan,35,DEN,Mid Range,0,1,0.0,10,100
1253,DeJon Jarreau,26,MEM,Mid Range,0,7,0.0,10,100
1254,DeMar DeRozan,34,CHI,Mid Range,235,547,43.0,10,100
1255,Dean Wade,27,CLE,Mid Range,3,7,42.9,10,100
1256,Deandre Ayton,25,POR,Mid Range,109,213,51.2,10,100
1257,Dejounte Murray,27,ATL,Mid Range,128,260,49.2,10,100
1258,Delon Wright,32,MIA,Mid Range,4,18,22.2,10,100
1259,Deni Avdija,23,WAS,Mid Range,15,42,35.7,10,100
1260,Dennis Schroder,30,BKN,Mid Range,73,166,44.0,10,100
1261,Dennis Smith Jr.,26,BKN,Mid Range,9,29,31.0,10,100
1262,Dereck Lively II,20,DAL,Mid Range,1,2,50.0,10,100
1263,Dereon Seabron,24,NOP,Mid Range,0,1,0.0,10,100
1264,Derrick Jones Jr.,27,DAL,Mid Range,3,8,37.5,10,100
1265,Derrick Rose,35,MEM,Mid Range,13,25,52.0,10,100
1266,Derrick White,29,BOS,Mid Range,18,45,40.0,10,100
1267,Desmond Bane,26,MEM,Mid Range,42,100,42.0,10,100
1268,Devin Booker,27,PHX,Mid Range,184,378,48.7,10,100
1269,Devin Vassell,23,SAS,Mid Range,104,248,41.9,10,100
1270,Devonte' Graham,29,SAS,Mid Range,3,6,50.0,10,100
1271,Dexter Dennis,25,DAL,Mid Range,1,3,33.3,10,100
1272,Dillon Brooks,28,HOU,Mid Range,26,61,42.6,10,100
1273,Domantas Sabonis,28,SAC,Mid Range,33,72,45.8,10,100
1274,Dominick Barlow,21,SAS,Mid Range,9,21,42.9,10,100
1275,Donovan Mitchell,27,CLE,Mid Range,80,171,46.8,10,100
1276,Donte DiVincenzo,27,NYK,Mid Range,12,24,50.0,10,100
1277,Dorian Finney-Smith,31,BKN,Mid Range,2,9,22.2,10,100
1278,Doug McDermott,32,IND,Mid Range,7,13,53.8,10,100
1279,Draymond Green,34,GSW,Mid Range,5,15,33.3,10,100
1280,Drew Eubanks,27,PHX,Mid Range,1,9,11.1,10,100
1281,Drew Peterson,24,BOS,Mid Range,0,0,0.0,10,100
1282,Dru Smith,26,MIA,Mid Range,0,3,0.0,10,100
1283,Duncan Robinson,30,MIA,Mid Range,6,15,40.0,10,100
1284,Duop Reath,28,POR,Mid Range,4,8,50.0,10,100
1285,Dwight Powell,32,DAL,Mid Range,0,0,0.0,10,100
1286,Dylan Windler,27,ATL,Mid Range,0,0,0.0,10,100
1287,Dyson Daniels,21,NOP,Mid Range,4,8,50.0,10,100
1288,E.J. Liddell,23,NOP,Mid Range,0,0,0.0,10,100
1289,Emoni Bates,20,CLE,Mid Range,3,7,42.9,10,100
1290,Eric Gordon,35,PHX,Mid Range,3,11,27.3,10,100
1291,Eugene Omoruyi,27,WAS,Mid Range,2,5,40.0,10,100
1292,Evan Fournier,31,DET,Mid Range,14,32,43.8,10,100
1293,Evan Mobley,23,CLE,Mid Range,8,32,25.0,10,100
1294,Filip Petrusev,24,PHI,Mid Range,0,0,0.0,10,100
1295,Frank Ntilikina,25,CHA,Mid Range,0,1,0.0,10,100
1296,Franz Wagner,22,ORL,Mid Range,16,47,34.0,10,100
1297,Fred VanVleet,30,HOU,Mid Range,81,177,45.8,10,100
1298,Furkan Korkmaz,26,PHI,Mid Range,1,7,14.3,10,100
1299,GG Jackson,19,MEM,Mid Range,9,32,28.1,10,100
1300,Gabe Vincent,28,LAL,Mid Range,4,9,44.4,10,100
1301,Garrett Temple,38,TOR,Mid Range,0,5,0.0,10,100
1302,Garrison Mathews,27,ATL,Mid Range,6,8,75.0,10,100
1303,Gary Harris,29,ORL,Mid Range,7,16,43.8,10,100
1304,Gary Payton II,31,GSW,Mid Range,0,1,0.0,10,100
1305,Gary Trent Jr.,25,TOR,Mid Range,58,149,38.9,10,100
1306,Georges Niang,31,CLE,Mid Range,18,32,56.3,10,100
1307,Giannis Antetokounmpo,29,MIL,Mid Range,61,174,35.1,10,100
1308,Goga Bitadze,24,ORL,Mid Range,0,4,0.0,10,100
1309,Gordon Hayward,34,OKC,Mid Range,40,100,40.0,10,100
1310,Gradey Dick,20,TOR,Mid Range,24,61,39.3,10,100
1311,Grant Williams,25,CHA,Mid Range,13,38,34.2,10,100
1312,Grayson Allen,28,PHX,Mid Range,2,10,20.0,10,100
1313,Greg Brown III,22,DAL,Mid Range,0,0,0.0,10,100
1314,Gui Santos,22,GSW,Mid Range,0,0,0.0,10,100
1315,Hamidou Diallo,25,WAS,Mid Range,0,0,0.0,10,100
1316,Harrison Barnes,32,SAC,Mid Range,24,49,49.0,10,100
1317,Harry Giles III,26,LAL,Mid Range,2,5,40.0,10,100
1318,Haywood Highsmith,27,MIA,Mid Range,5,14,35.7,10,100
1319,Henri Drell,24,CHI,Mid Range,0,0,0.0,10,100
1320,Herbert Jones,25,NOP,Mid Range,11,30,36.7,10,100
1321,Hunter Tyson,24,DEN,Mid Range,2,3,66.7,10,100
1322,Ibou Badji,21,POR,Mid Range,3,3,100.0,10,100
1323,Immanuel Quickley,25,TOR,Mid Range,44,118,37.3,10,100
1324,Isaac Okoro,23,CLE,Mid Range,3,3,100.0,10,100
1325,Isaiah Hartenstein,26,NYK,Mid Range,6,10,60.0,10,100
1326,Isaiah Jackson,22,IND,Mid Range,5,7,71.4,10,100
1327,Isaiah Joe,24,OKC,Mid Range,30,61,49.2,10,100
1328,Isaiah Livers,25,DET,Mid Range,3,11,27.3,10,100
1329,Isaiah Mobley,24,CLE,Mid Range,0,0,0.0,10,100
1330,Isaiah Stewart,23,DET,Mid Range,3,10,30.0,10,100
1331,Isaiah Thomas,35,PHX,Mid Range,0,1,0.0,10,100
1332,Ish Smith,35,CHA,Mid Range,20,46,43.5,10,100
1333,Ish Wainright,29,PHX,Mid Range,0,1,0.0,10,100
1334,Ivica Zubac,27,LAC,Mid Range,1,4,25.0,10,100
1335,Izaiah Brockington,24,NOP,Mid Range,0,1,0.0,10,100
1336,JD Davison,21,BOS,Mid Range,1,2,50.0,10,100
1337,JT Thor,21,CHA,Mid Range,5,15,33.3,10,100
1338,Ja Morant,24,MEM,Mid Range,4,15,26.7,10,100
1339,JaVale McGee,36,SAC,Mid Range,1,5,20.0,10,100
1340,Jabari Smith Jr.,21,HOU,Mid Range,53,130,40.8,10,100
1341,Jabari Walker,21,POR,Mid Range,8,28,28.6,10,100
1342,Jack White,26,OKC,Mid Range,0,1,0.0,10,100
1343,Jacob Gilyard,25,BKN,Mid Range,5,14,35.7,10,100
1344,Jacob Toppin,24,NYK,Mid Range,1,1,100.0,10,100
1345,Jaden Hardy,21,DAL,Mid Range,23,62,37.1,10,100
1346,Jaden Ivey,22,DET,Mid Range,36,95,37.9,10,100
1347,Jaden McDaniels,23,MIN,Mid Range,28,69,40.6,10,100
1348,Jaden Springer,21,BOS,Mid Range,6,12,50.0,10,100
1349,Jae Crowder,33,MIL,Mid Range,15,33,45.5,10,100
1350,Jae'Sean Tate,28,HOU,Mid Range,0,6,0.0,10,100
1351,Jahmi'us Ramsey,23,TOR,Mid Range,2,2,100.0,10,100
1352,Jaime Jaquez Jr.,23,MIA,Mid Range,19,50,38.0,10,100
1353,Jake LaRavia,22,MEM,Mid Range,4,12,33.3,10,100
1354,Jakob Poltl,28,TOR,Mid Range,8,15,53.3,10,100
1355,Jalen Brunson,27,NYK,Mid Range,134,314,42.7,10,100
1356,Jalen Crutcher,24,NOP,Mid Range,0,0,0.0,10,100
1357,Jalen Duren,20,DET,Mid Range,4,22,18.2,10,100
1358,Jalen Green,22,HOU,Mid Range,73,184,39.7,10,100
1359,Jalen Hood-Schifino,21,LAL,Mid Range,4,15,26.7,10,100
1360,Jalen Johnson,22,ATL,Mid Range,17,35,48.6,10,100
1361,Jalen McDaniels,26,TOR,Mid Range,1,12,8.3,10,100
1362,Jalen Pickett,24,DEN,Mid Range,3,6,50.0,10,100
1363,Jalen Slawson,24,SAC,Mid Range,0,0,0.0,10,100
1364,Jalen Smith,24,IND,Mid Range,9,20,45.0,10,100
1365,Jalen Suggs,23,ORL,Mid Range,24,64,37.5,10,100
1366,Jalen Williams,23,OKC,Mid Range,81,166,48.8,10,100
1367,Jalen Wilson,23,BKN,Mid Range,6,12,50.0,10,100
1368,Jamal Cain,25,MIA,Mid Range,5,9,55.6,10,100
1369,Jamal Murray,27,DEN,Mid Range,119,253,47.0,10,100
1370,Jamaree Bouyea,25,SAS,Mid Range,1,1,100.0,10,100
1371,James Bouknight,23,CHA,Mid Range,0,2,0.0,10,100
1372,James Harden,34,LAC,Mid Range,25,53,47.2,10,100
1373,James Johnson,37,IND,Mid Range,1,2,50.0,10,100
1374,James Wiseman,23,DET,Mid Range,8,22,36.4,10,100
1375,Jarace Walker,20,IND,Mid Range,7,17,41.2,10,100
1376,Jared Butler,23,WAS,Mid Range,5,12,41.7,10,100
1377,Jared Rhoden,24,DET,Mid Range,7,15,46.7,10,100
1378,Jaren Jackson Jr.,24,MEM,Mid Range,11,27,40.7,10,100
1379,Jarred Vanderbilt,25,LAL,Mid Range,0,1,0.0,10,100
1380,Jarrett Allen,26,CLE,Mid Range,26,54,48.1,10,100
1381,Jason Preston,24,UTA,Mid Range,1,1,100.0,10,100
1382,Javon Freeman-Liberty,24,TOR,Mid Range,2,5,40.0,10,100
1383,Javonte Green,30,CHI,Mid Range,0,0,0.0,10,100
1384,Jaxson Hayes,24,LAL,Mid Range,1,3,33.3,10,100
1385,Jay Huff,26,DEN,Mid Range,0,0,0.0,10,100
1386,Jaylen Brown,27,BOS,Mid Range,80,184,43.5,10,100
1387,Jaylen Nowell,24,SAC,Mid Range,12,17,70.6,10,100
1388,Jaylin Williams,22,OKC,Mid Range,3,10,30.0,10,100
1389,Jayson Tatum,26,BOS,Mid Range,92,237,38.8,10,100
1390,Jeff Dowtin Jr.,27,PHI,Mid Range,1,1,100.0,10,100
1391,Jeff Green,37,HOU,Mid Range,13,34,38.2,10,100
1392,Jerami Grant,30,POR,Mid Range,67,141,47.5,10,100
1393,Jeremiah Robinson-Earl,23,NOP,Mid Range,5,9,55.6,10,100
1394,Jeremy Sochan,21,SAS,Mid Range,14,52,26.9,10,100
1395,Jericho Sims,25,NYK,Mid Range,0,0,0.0,10,100
1396,Jermaine Samuels Jr.,25,HOU,Mid Range,0,0,0.0,10,100
1397,Jerome Robinson,27,GSW,Mid Range,0,1,0.0,10,100
1398,Jett Howard,20,ORL,Mid Range,0,1,0.0,10,100
1399,Jevon Carter,28,CHI,Mid Range,34,65,52.3,10,100
1400,Jimmy Butler,34,MIA,Mid Range,50,143,35.0,10,100
1401,Jock Landale,28,HOU,Mid Range,8,16,50.0,10,100
1402,Joe Harris,32,DET,Mid Range,0,0,0.0,10,100
1403,Joe Ingles,36,ORL,Mid Range,1,2,50.0,10,100
1404,Joel Embiid,30,PHI,Mid Range,123,255,48.2,10,100
1405,John Collins,26,UTA,Mid Range,18,57,31.6,10,100
1406,John Konchar,28,MEM,Mid Range,0,1,0.0,10,100
1407,Johnny Davis,22,WAS,Mid Range,3,18,16.7,10,100
1408,Johnny Juzang,23,UTA,Mid Range,1,2,50.0,10,100
1409,Jonas Valanciunas,32,NOP,Mid Range,54,108,50.0,10,100
1410,Jonathan Isaac,26,ORL,Mid Range,12,33,36.4,10,100
1411,Jonathan Kuminga,21,GSW,Mid Range,33,91,36.3,10,100
1412,Jontay Porter,24,DET,Mid Range,1,5,20.0,10,100
1413,Jordan Clarkson,32,UTA,Mid Range,34,86,39.5,10,100
1414,Jordan Ford,26,SAC,Mid Range,1,3,33.3,10,100
1415,Jordan Goodwin,25,MEM,Mid Range,19,53,35.8,10,100
1416,Jordan Hawkins,22,NOP,Mid Range,26,70,37.1,10,100
1417,Jordan McLaughlin,28,MIN,Mid Range,3,6,50.0,10,100
1418,Jordan Miller,24,LAC,Mid Range,0,2,0.0,10,100
1419,Jordan Nwora,25,TOR,Mid Range,9,23,39.1,10,100
1420,Jordan Poole,25,WAS,Mid Range,62,173,35.8,10,100
1421,Jordan Walsh,20,BOS,Mid Range,0,0,0.0,10,100
1422,Jose Alvarado,26,NOP,Mid Range,4,11,36.4,10,100
1423,Josh Giddey,21,OKC,Mid Range,32,62,51.6,10,100
1424,Josh Green,23,DAL,Mid Range,9,20,45.0,10,100
1425,Josh Hart,29,NYK,Mid Range,11,48,22.9,10,100
1426,Josh Minott,21,MIN,Mid Range,0,0,0.0,10,100
1427,Josh Okogie,25,PHX,Mid Range,1,4,25.0,10,100
1428,Josh Richardson,30,MIA,Mid Range,17,40,42.5,10,100
1429,Jrue Holiday,34,BOS,Mid Range,30,77,39.0,10,100
1430,Juan Toscano-Anderson,31,SAC,Mid Range,0,0,0.0,10,100
1431,Jules Bernard,24,WAS,Mid Range,1,3,33.3,10,100
1432,Julian Champagnie,23,SAS,Mid Range,2,9,22.2,10,100
1433,Julian Phillips,20,CHI,Mid Range,2,3,66.7,10,100
1434,Julian Strawther,22,DEN,Mid Range,4,10,40.0,10,100
1435,Julius Randle,29,NYK,Mid Range,38,91,41.8,10,100
1436,Justin Champagnie,23,WAS,Mid Range,0,2,0.0,10,100
1437,Justin Holiday,35,DEN,Mid Range,12,25,48.0,10,100
1438,Justin Minaya,25,POR,Mid Range,0,0,0.0,10,100
1439,Jusuf Nurkic,29,PHX,Mid Range,5,14,35.7,10,100
1440,KJ Martin,23,PHI,Mid Range,0,1,0.0,10,100
1441,Kaiser Gates,27,NOP,Mid Range,0,0,0.0,10,100
1442,Karl-Anthony Towns,28,MIN,Mid Range,35,89,39.3,10,100
1443,Kawhi Leonard,33,LAC,Mid Range,111,265,41.9,10,100
1444,Keegan Murray,23,SAC,Mid Range,54,135,40.0,10,100
1445,Keita Bates-Diop,28,BKN,Mid Range,2,5,40.0,10,100
1446,Keldon Johnson,24,SAS,Mid Range,18,38,47.4,10,100
1447,Kelly Olynyk,33,TOR,Mid Range,18,47,38.3,10,100
1448,Kelly Oubre Jr.,28,PHI,Mid Range,17,51,33.3,10,100
1449,Kendall Brown,21,IND,Mid Range,0,1,0.0,10,100
1450,Kenneth Lofton Jr.,21,UTA,Mid Range,5,16,31.3,10,100
1451,Kenrich Williams,29,OKC,Mid Range,5,25,20.0,10,100
1452,Kentavious Caldwell-Pope,31,DEN,Mid Range,51,108,47.2,10,100
1453,Keon Ellis,24,SAC,Mid Range,7,15,46.7,10,100
1454,Keon Johnson,22,BKN,Mid Range,1,4,25.0,10,100
1455,Kessler Edwards,23,SAC,Mid Range,2,6,33.3,10,100
1456,Kevin Durant,35,PHX,Mid Range,251,485,51.8,10,100
1457,Kevin Huerter,25,SAC,Mid Range,11,32,34.4,10,100
1458,Kevin Knox II,24,POR,Mid Range,7,15,46.7,10,100
1459,Kevin Love,35,MIA,Mid Range,7,14,50.0,10,100
1460,Kevon Looney,28,GSW,Mid Range,6,16,37.5,10,100
1461,Keyontae Johnson,24,OKC,Mid Range,1,1,100.0,10,100
1462,Keyonte George,20,UTA,Mid Range,34,97,35.1,10,100
1463,Khris Middleton,32,MIL,Mid Range,113,193,58.5,10,100
1464,Killian Hayes,22,DET,Mid Range,35,86,40.7,10,100
1465,Kira Lewis Jr.,23,UTA,Mid Range,2,9,22.2,10,100
1466,Klay Thompson,34,GSW,Mid Range,103,230,44.8,10,100
1467,Kobe Brown,24,LAC,Mid Range,1,2,50.0,10,100
1468,Kobe Bufkin,20,ATL,Mid Range,11,24,45.8,10,100
1469,Kobi Simmons,26,TOR,Mid Range,1,2,50.0,10,100
1470,Kris Dunn,30,UTA,Mid Range,2,7,28.6,10,100
1471,Kris Murray,23,POR,Mid Range,0,4,0.0,10,100
1472,Kristaps Porzingis,28,BOS,Mid Range,32,72,44.4,10,100
1473,Kyle Anderson,30,MIN,Mid Range,19,33,57.6,10,100
1474,Kyle Kuzma,28,WAS,Mid Range,61,177,34.5,10,100
1475,Kyle Lowry,38,PHI,Mid Range,11,24,45.8,10,100
1476,Kyrie Irving,32,DAL,Mid Range,113,227,49.8,10,100
1477,LaMelo Ball,22,CHA,Mid Range,4,18,22.2,10,100
1478,Lamar Stevens,26,MEM,Mid Range,11,31,35.5,10,100
1479,Landry Shamet,27,WAS,Mid Range,18,32,56.3,10,100
1480,Larry Nance Jr.,31,NOP,Mid Range,5,10,50.0,10,100
1481,Lauri Markkanen,27,UTA,Mid Range,25,59,42.4,10,100
1482,LeBron James,39,LAL,Mid Range,54,165,32.7,10,100
1483,Leaky Black,25,CHA,Mid Range,2,4,50.0,10,100
1484,Leonard Miller,20,MIN,Mid Range,3,4,75.0,10,100
1485,Lester Quinones,23,GSW,Mid Range,4,10,40.0,10,100
1486,Lindell Wigginton,26,MIL,Mid Range,0,0,0.0,10,100
1487,Lindy Waters III,26,OKC,Mid Range,4,8,50.0,10,100
1488,Lonnie Walker IV,25,BKN,Mid Range,24,69,34.8,10,100
1489,Luguentz Dort,25,OKC,Mid Range,16,45,35.6,10,100
1490,Luka Doncic,25,DAL,Mid Range,133,304,43.8,10,100
1491,Luka Garza,25,MIN,Mid Range,1,2,50.0,10,100
1492,Luka Samanic,24,UTA,Mid Range,1,1,100.0,10,100
1493,Luke Kennard,28,MEM,Mid Range,12,28,42.9,10,100
1494,Luke Kornet,28,BOS,Mid Range,2,3,66.7,10,100
1495,Malachi Flynn,26,DET,Mid Range,22,38,57.9,10,100
1496,Malaki Branham,21,SAS,Mid Range,30,86,34.9,10,100
1497,Malcolm Brogdon,31,POR,Mid Range,34,93,36.6,10,100
1498,Malik Beasley,27,MIL,Mid Range,21,46,45.7,10,100
1499,Malik Monk,26,SAC,Mid Range,46,101,45.5,10,100
1500,Malik Williams,25,TOR,Mid Range,0,3,0.0,10,100
1501,Mamadi Diakite,27,NYK,Mid Range,0,0,0.0,10,100
1502,MarJon Beauchamp,23,MIL,Mid Range,10,20,50.0,10,100
1503,Marcus Morris Sr.,34,CLE,Mid Range,33,74,44.6,10,100
1504,Marcus Sasser,23,DET,Mid Range,38,94,40.4,10,100
1505,Marcus Smart,30,MEM,Mid Range,9,17,52.9,10,100
1506,Mark Williams,22,CHA,Mid Range,0,1,0.0,10,100
1507,Markelle Fultz,26,ORL,Mid Range,20,62,32.3,10,100
1508,Markieff Morris,34,DAL,Mid Range,3,14,21.4,10,100
1509,Marques Bolden,26,CHA,Mid Range,0,2,0.0,10,100
1510,Marvin Bagley III,25,WAS,Mid Range,10,31,32.3,10,100
1511,Mason Jones,25,SAC,Mid Range,0,1,0.0,10,100
1512,Mason Plumlee,34,LAC,Mid Range,0,1,0.0,10,100
1513,Matisse Thybulle,27,POR,Mid Range,2,5,40.0,10,100
1514,Matt Hurt,24,MEM,Mid Range,3,6,50.0,10,100
1515,Matt Ryan,27,NOP,Mid Range,3,12,25.0,10,100
1516,Max Christie,21,LAL,Mid Range,15,25,60.0,10,100
1517,Max Strus,28,CLE,Mid Range,8,16,50.0,10,100
1518,Maxi Kleber,32,DAL,Mid Range,4,10,40.0,10,100
1519,Maxwell Lewis,21,LAL,Mid Range,1,4,25.0,10,100
1520,Micah Potter,26,UTA,Mid Range,0,1,0.0,10,100
1521,Michael Porter Jr.,26,DEN,Mid Range,108,206,52.4,10,100
1522,Mikal Bridges,27,BKN,Mid Range,73,179,40.8,10,100
1523,Mike Conley,36,MIN,Mid Range,15,46,32.6,10,100
1524,Mike Muscala,33,OKC,Mid Range,3,12,25.0,10,100
1525,Miles Bridges,26,CHA,Mid Range,49,140,35.0,10,100
1526,Miles McBride,23,NYK,Mid Range,23,53,43.4,10,100
1527,Mitchell Robinson,26,NYK,Mid Range,0,0,0.0,10,100
1528,Mo Bamba,26,PHI,Mid Range,3,10,30.0,10,100
1529,Monte Morris,29,MIN,Mid Range,16,35,45.7,10,100
1530,Moritz Wagner,27,ORL,Mid Range,2,9,22.2,10,100
1531,Moses Brown,24,POR,Mid Range,0,2,0.0,10,100
1532,Moses Moody,22,GSW,Mid Range,12,34,35.3,10,100
1533,Mouhamadou Gueye,25,TOR,Mid Range,0,2,0.0,10,100
1534,Mouhamed Gueye,21,ATL,Mid Range,0,0,0.0,10,100
1535,Moussa Diabate,22,LAC,Mid Range,0,1,0.0,10,100
1536,Myles Turner,28,IND,Mid Range,54,89,60.7,10,100
1537,Maozinha Pereira,23,MEM,Mid Range,0,0,0.0,10,100
1538,Naji Marshall,26,NOP,Mid Range,10,26,38.5,10,100
1539,Nassir Little,24,PHX,Mid Range,4,7,57.1,10,100
1540,Nate Hinton,25,HOU,Mid Range,0,2,0.0,10,100
1541,Nate Williams,25,HOU,Mid Range,0,1,0.0,10,100
1542,Nathan Mensah,26,CHA,Mid Range,1,1,100.0,10,100
1543,Naz Reid,24,MIN,Mid Range,7,19,36.8,10,100
1544,Neemias Queta,24,BOS,Mid Range,2,2,100.0,10,100
1545,Nic Claxton,25,BKN,Mid Range,7,16,43.8,10,100
1546,Nick Richards,26,CHA,Mid Range,6,18,33.3,10,100
1547,Nick Smith Jr.,20,CHA,Mid Range,16,59,27.1,10,100
1548,Nickeil Alexander-Walker,25,MIN,Mid Range,14,34,41.2,10,100
1549,Nicolas Batum,35,PHI,Mid Range,4,12,33.3,10,100
1550,Nikola Jokic,29,DEN,Mid Range,74,168,44.0,10,100
1551,Nikola Jovic,21,MIA,Mid Range,3,8,37.5,10,100
1552,Nikola Vucevic,33,CHI,Mid Range,101,222,45.5,10,100
1553,Noah Clowney,19,BKN,Mid Range,0,0,0.0,10,100
1554,Norman Powell,31,LAC,Mid Range,34,78,43.6,10,100
1555,OG Anunoby,26,NYK,Mid Range,22,47,46.8,10,100
1556,Obi Toppin,26,IND,Mid Range,4,12,33.3,10,100
1557,Ochai Agbaji,24,TOR,Mid Range,6,16,37.5,10,100
1558,Olivier Sarr,25,OKC,Mid Range,0,0,0.0,10,100
1559,Olivier-Maxence Prosper,21,DAL,Mid Range,2,6,33.3,10,100
1560,Omer Yurtseven,26,UTA,Mid Range,3,8,37.5,10,100
1561,Onuralp Bitim,25,CHI,Mid Range,4,9,44.4,10,100
1562,Onyeka Okongwu,23,ATL,Mid Range,2,3,66.7,10,100
1563,Orlando Robinson,23,MIA,Mid Range,0,5,0.0,10,100
1564,Oscar Tshiebwe,24,IND,Mid Range,1,2,50.0,10,100
1565,Oshae Brissett,26,BOS,Mid Range,1,4,25.0,10,100
1566,Otto Porter Jr.,31,TOR,Mid Range,2,3,66.7,10,100
1567,Ousmane Dieng,21,OKC,Mid Range,4,8,50.0,10,100
1568,P.J. Tucker,39,LAC,Mid Range,1,2,50.0,10,100
1569,P.J. Washington,25,DAL,Mid Range,8,24,33.3,10,100
1570,Paolo Banchero,21,ORL,Mid Range,134,335,40.0,10,100
1571,Pascal Siakam,30,IND,Mid Range,72,172,41.9,10,100
1572,Pat Connaughton,31,MIL,Mid Range,1,1,100.0,10,100
1573,Pat Spencer,27,GSW,Mid Range,0,0,0.0,10,100
1574,Patrick Baldwin Jr.,21,WAS,Mid Range,0,6,0.0,10,100
1575,Patrick Beverley,35,MIL,Mid Range,4,14,28.6,10,100
1576,Patrick Williams,22,CHI,Mid Range,25,55,45.5,10,100
1577,Patty Mills,35,MIA,Mid Range,11,19,57.9,10,100
1578,Paul George,34,LAC,Mid Range,130,287,45.3,10,100
1579,Paul Reed,25,PHI,Mid Range,21,45,46.7,10,100
1580,Payton Pritchard,26,BOS,Mid Range,41,73,56.2,10,100
1581,Pete Nance,24,CLE,Mid Range,0,1,0.0,10,100
